,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,9c2d0bff-6fd9-41eb-8d1c-267392104833,1,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,1.0,0.09245016425848007,28.0,False,wideresnet50,32,0.01,-1,None,,,,,
1,9c2d0bff-6fd9-41eb-8d1c-267392104833,0,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,,,,,wideresnet50,32,0.01,-1,None,validate,0.09233223,1.0,0.0,0.0
2,1917dd54-0de4-4c64-aed3-db29efc2a888,1,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,1.0,0.09547817707061768,99.0,False,wideresnet50,64,0.01,-1,None,,,,,
3,1917dd54-0de4-4c64-aed3-db29efc2a888,0,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,,,,,wideresnet50,64,0.01,-1,None,validate,0.09634286,1.0,0.0,0.0
4,76c1b352-751a-4296-80a3-3500ea0ce3c3,1,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,1.0,0.08642856031656265,25.0,False,wideresnet50,32,0.001,-1,None,,,,,
5,76c1b352-751a-4296-80a3-3500ea0ce3c3,0,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,,,,,wideresnet50,32,0.001,-1,None,validate,0.08755256,1.0,0.0,0.0
6,715f4ced-175e-4233-af60-5da6cdb6e385,1,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,0.9980000257492065,0.09146042913198471,35.0,False,wideresnet50,64,0.001,-1,None,,,,,
7,715f4ced-175e-4233-af60-5da6cdb6e385,0,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,,,,,wideresnet50,64,0.001,-1,None,validate,0.09238042,0.99759614,0.0,0.0
8,2304aec1-87ec-47ab-a0e1-c4fe0c729b93,1,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,1.0,0.10031653195619583,19.0,False,wideresnet50,32,0.0001,-1,None,,,,,
9,2304aec1-87ec-47ab-a0e1-c4fe0c729b93,0,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,,,,,wideresnet50,32,0.0001,-1,None,validate,0.10188074,1.0,0.0,0.0
10,0bef29a6-b528-4331-abf0-2d529345227a,1,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,0.9980000257492065,0.1243508905172348,54.0,False,wideresnet50,64,0.0001,-1,None,,,,,
11,0bef29a6-b528-4331-abf0-2d529345227a,0,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,,,,,wideresnet50,64,0.0001,-1,None,validate,0.12500171,0.9980469,0.0,0.0
12,e9936721-3e46-42a2-9ab3-ac333dcbd7cb,1,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,0.7440000176429749,0.8311480283737183,100.0,False,wideresnet50,32,1e-05,-1,None,,,,,
13,e9936721-3e46-42a2-9ab3-ac333dcbd7cb,0,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,,,,,wideresnet50,32,1e-05,-1,None,validate,0.8314214,0.74179685,0.0,0.0
14,c1c779ec-848f-45c7-bc05-d312200fd76a,1,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,0.6320000290870667,0.9781447052955627,10.0,False,wideresnet50,64,1e-05,-1,None,,,,,
15,c1c779ec-848f-45c7-bc05-d312200fd76a,0,109,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,109,,,,,wideresnet50,64,1e-05,-1,None,validate,0.9798162,0.63115984,0.0,0.0
