,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,1_task,2_val_acc,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0
0,1,1,111,,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,111,0.9459999799728394,39.0,False,L0resnet50,64,0.01,-0.05,['stage_4'],,,
1,1,0,111,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,109,,,,L0resnet50,64,0.01,-0.05,['stage_4'],0.64423287,0.9873047,16955288.0
2,1,0,111,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,110,,,,L0resnet50,64,0.01,-0.05,['stage_4'],1.5988009,0.2746094,16955288.0
3,1,0,111,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,111,,,,L0resnet50,64,0.01,-0.05,['stage_4'],1.5410161,0.2783203,16955288.0
4,1,0,111,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,112,,,,L0resnet50,64,0.01,-0.05,['stage_4'],0.75045836,0.9863281,16955288.0
5,1,0,111,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,113,,,,L0resnet50,64,0.01,-0.05,['stage_4'],0.551105,0.9916016,16955288.0
6,1,0,111,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,114,,,,L0resnet50,64,0.01,-0.05,['stage_4'],0.61207783,0.9902344,16955288.0
7,1,0,111,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,109,,,,L0resnet50,64,0.01,-0.05,['stage_4'],0.6401751,0.98828125,16955288.0
8,1,0,111,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,110,,,,L0resnet50,64,0.01,-0.05,['stage_4'],1.6032059,0.2746094,16955288.0
9,1,0,111,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,111,,,,L0resnet50,64,0.01,-0.05,['stage_4'],1.5424746,0.2783203,16955288.0
10,1,0,111,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Inside_Count_Experiments/RN50_model2_T111_-0.05_1stage,CNN,1,CVRTDataModule,112,,,,L0resnet50,64,0.01,-0.05,['stage_4'],0.7453431,0.9873047,16955288.0
