,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,8c484a63-3ddc-41af-b020-9195bdaf7c39,0,105,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/L0_Reporting/1d366e8a-e3b4-4453-80ed-640f69fdb3af_T105,0,CVRTDataModule,test,115,resnet50,64,0.01,0.0,['stage_4'],1.3835688,0.531,1057758.0,19398656.0
1,8c484a63-3ddc-41af-b020-9195bdaf7c39,0,105,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/L0_Reporting/1d366e8a-e3b4-4453-80ed-640f69fdb3af_T105,0,CVRTDataModule,test,115,resnet50,64,0.01,0.0,['stage_4'],1.4144177,0.247,18340898.0,19398656.0
