,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,7688cf3c-46ab-4c4f-8670-4ee11716bb33,0,111,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/L0_Reporting/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa_T111,0,CVRTDataModule,test,115,wideresnet50,64,0.0001,-0.05,['stage_4'],1.385428,0.486,3541726.0,46399488.0
1,7688cf3c-46ab-4c4f-8670-4ee11716bb33,0,111,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/L0_Reporting/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa_T111,0,CVRTDataModule,test,115,wideresnet50,64,0.0001,-0.05,['stage_4'],1.3832775,0.578,42857762.0,46399488.0
