,Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_LM_init,0_freeze_until,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max,Quality Score,Base Model
16,16,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,1,17,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,False,-1.0,17,1.0,0.0650683939456939,90.0,True,BERT_small,64,0.0001,0.0,0,,,,,,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
17,17,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,0.0001,0.0,0,validate,1.3859811,0.645,11692612.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
18,18,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,16,,,,,BERT_small,64,0.0001,0.0,0,validate,1.3857477,0.98,11692612.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
19,19,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,17,,,,,BERT_small,64,0.0001,0.0,0,validate,1.3863564,0.235,11692612.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
20,20,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,18,,,,,BERT_small,64,0.0001,0.0,0,validate,1.3862861,0.32,11692612.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
21,21,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,19,,,,,BERT_small,64,0.0001,0.0,0,validate,1.3856446,1.0,11692612.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
22,22,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,0.0001,0.0,0,validate,1.3825537,0.635,11692612.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
23,23,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,16,,,,,BERT_small,64,0.0001,0.0,0,validate,1.3775885,1.0,11692612.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
24,24,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,17,,,,,BERT_small,64,0.0001,0.0,0,validate,1.3851367,0.39,11692612.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
25,25,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,18,,,,,BERT_small,64,0.0001,0.0,0,validate,1.3862265,0.305,11692612.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
26,26,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,19,,,,,BERT_small,64,0.0001,0.0,0,validate,1.3785248,1.0,11692612.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
27,27,22e2b4fc-71cf-4847-9a9b-68efd09c97dd,0,17,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Mask_Parameters/0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d/17/T17_0.0_0stage,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,0.0001,0.0,0,validate,0.6866002,0.615,1152444.0,12845056.0,0.6799999999999999,0b37a9ed-4265-40d5-8fd4-41a0f4b2ff8d
