,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_LM_init,0_freeze_until,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0
0,99e339ca-efb0-4781-9856-b9c5641df911,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,True,-1.0,15,0.2549999952316284,1.3862947225570679,1.0,False,BERT_small,32,0.01,-1,-1,,,,
1,99e339ca-efb0-4781-9856-b9c5641df911,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,32,0.01,-1,-1,validate,1.3862946,0.29464287,0.0
2,b89599c2-e4c0-416c-ac28-840d9c5c7ccf,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,True,-1.0,15,0.6000000238418579,1.3862926959991455,10.0,False,BERT_small,64,0.01,-1,-1,,,,
3,b89599c2-e4c0-416c-ac28-840d9c5c7ccf,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,0.01,-1,-1,validate,1.3862927,0.609375,0.0
4,8bdd25eb-7dfb-4dfa-aa2c-5adb0a04b51d,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,True,-1.0,15,0.6949999928474426,1.3859175443649292,8.0,False,BERT_small,32,0.001,-1,-1,,,,
5,8bdd25eb-7dfb-4dfa-aa2c-5adb0a04b51d,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,32,0.001,-1,-1,validate,1.3859055,0.70089287,0.0
6,5b0990a5-6da3-41e9-98eb-910115ad594c,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,True,-1.0,15,1.0,0.053490858525037766,100.0,False,BERT_small,64,0.001,-1,-1,,,,
7,5b0990a5-6da3-41e9-98eb-910115ad594c,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,0.001,-1,-1,validate,0.053490877,1.0,0.0
8,aeeffce6-770f-42eb-a379-d77b417b394b,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,True,-1.0,15,1.0,0.05349080264568329,94.0,False,BERT_small,32,0.0001,-1,-1,,,,
9,aeeffce6-770f-42eb-a379-d77b417b394b,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,32,0.0001,-1,-1,validate,0.0534908,1.0,0.0
10,555104c8-2db3-4165-af41-716439c324a5,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,True,-1.0,15,1.0,0.05349159613251686,100.0,False,BERT_small,64,0.0001,-1,-1,,,,
11,555104c8-2db3-4165-af41-716439c324a5,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,0.0001,-1,-1,validate,0.053491615,1.0,0.0
12,48b31ef7-2158-470c-99e4-f8677b66b51a,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,True,-1.0,15,1.0,0.05349428206682205,100.0,False,BERT_small,32,1e-05,-1,-1,,,,
13,48b31ef7-2158-470c-99e4-f8677b66b51a,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,32,1e-05,-1,-1,validate,0.053494316,1.0,0.0
14,08234db7-d214-4a97-b317-87ede4cb0553,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,True,-1.0,15,1.0,0.05355778709053993,100.0,False,BERT_small,64,1e-05,-1,-1,,,,
15,08234db7-d214-4a97-b317-87ede4cb0553,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small_LM/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,1e-05,-1,-1,validate,0.05355837,1.0,0.0
