,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,a6af49c0-bbd9-44d3-984e-f26c860e8ec6,0,111,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50/L0_Reporting/9d495246-75ef-4b88-b382-adcf8c9f2087_T111,0,CVRTDataModule,test,115,resnet50,64,0.0001,0.0,['stage_4'],1.3846272,0.511,5086233.0,19398656.0
1,a6af49c0-bbd9-44d3-984e-f26c860e8ec6,0,111,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50/L0_Reporting/9d495246-75ef-4b88-b382-adcf8c9f2087_T111,0,CVRTDataModule,test,115,resnet50,64,0.0001,0.0,['stage_4'],1.3817124,0.567,14312423.0,19398656.0
