,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,1_task,2_val_acc,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_L0,2_test_acc,2_test_loss
0,1.0,1.0,104,,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,104,1.0,1.0,1.0,L0resnet50,64.0,0.01,0.05,['stage_4'],,,
1,1.0,0.0,104,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,103,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.9970703125,0.11464160680770874
2,1.0,0.0,104,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,104,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.6041015386581421,1.7017977237701416
3,1.0,0.0,104,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,105,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.24296875298023224,2.0493102073669434
4,1.0,0.0,104,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,106,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.9990234375,0.08066298812627792
5,1.0,0.0,104,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,107,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.9990234375,0.10183621197938919
6,1.0,0.0,104,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,108,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.998046875,0.14659282565116882
7,1.0,0.0,104,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,103,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.9970703125,0.11751562356948853
8,1.0,0.0,104,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,104,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.599609375,1.7139313220977783
9,1.0,0.0,104,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,105,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.24296875298023224,2.0437307357788086
10,1.0,0.0,104,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,106,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,1.0,0.08365420252084732
11,1.0,0.0,104,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,107,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.998046875,0.10613622516393661
12,1.0,0.0,104,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model1_T104_0.05_1stage,CNN,1.0,CVRTDataModule,108,,,,L0resnet50,64.0,0.01,0.05,['stage_4'],19330394.0,0.998046875,0.14675858616828918
