,Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max,Quality Score,Base Model
10,10,89dfc1cd-5cee-49e9-884b-8e07f18713a3,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/110/T110_0.05_5stage,0,CVRTDataModule,112,,,,,resnet50,64,0.01,0.05,"['first', 'stage_1', 'stage_2', 'stage_3', 'stage_4']",validate,1.6000216,0.202,26988124.0,27911360.0,0.124,aeed1400-c524-4bde-8bf0-4857cb18214b
11,11,89dfc1cd-5cee-49e9-884b-8e07f18713a3,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/110/T110_0.05_5stage,0,CVRTDataModule,113,,,,,resnet50,64,0.01,0.05,"['first', 'stage_1', 'stage_2', 'stage_3', 'stage_4']",validate,1.3657135,0.378,26988124.0,27911360.0,0.124,aeed1400-c524-4bde-8bf0-4857cb18214b
12,12,89dfc1cd-5cee-49e9-884b-8e07f18713a3,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/110/T110_0.05_5stage,0,CVRTDataModule,114,,,,,resnet50,64,0.01,0.05,"['first', 'stage_1', 'stage_2', 'stage_3', 'stage_4']",validate,1.6181345,0.214,26988124.0,27911360.0,0.124,aeed1400-c524-4bde-8bf0-4857cb18214b
13,13,89dfc1cd-5cee-49e9-884b-8e07f18713a3,0,110,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/110/T110_0.05_5stage,0,CVRTDataModule,109,,,,,resnet50,64,0.01,0.05,"['first', 'stage_1', 'stage_2', 'stage_3', 'stage_4']",validate,1.3862484,0.772,923239.0,27911360.0,0.124,aeed1400-c524-4bde-8bf0-4857cb18214b
14,14,89dfc1cd-5cee-49e9-884b-8e07f18713a3,0,110,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/110/T110_0.05_5stage,0,CVRTDataModule,110,,,,,resnet50,64,0.01,0.05,"['first', 'stage_1', 'stage_2', 'stage_3', 'stage_4']",validate,1.3862284,1.0,923239.0,27911360.0,0.124,aeed1400-c524-4bde-8bf0-4857cb18214b
15,15,89dfc1cd-5cee-49e9-884b-8e07f18713a3,0,110,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/110/T110_0.05_5stage,0,CVRTDataModule,111,,,,,resnet50,64,0.01,0.05,"['first', 'stage_1', 'stage_2', 'stage_3', 'stage_4']",validate,1.3862925,0.29,923239.0,27911360.0,0.124,aeed1400-c524-4bde-8bf0-4857cb18214b
16,16,89dfc1cd-5cee-49e9-884b-8e07f18713a3,0,110,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/110/T110_0.05_5stage,0,CVRTDataModule,112,,,,,resnet50,64,0.01,0.05,"['first', 'stage_1', 'stage_2', 'stage_3', 'stage_4']",validate,1.3862236,0.992,923239.0,27911360.0,0.124,aeed1400-c524-4bde-8bf0-4857cb18214b
17,17,89dfc1cd-5cee-49e9-884b-8e07f18713a3,0,110,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/110/T110_0.05_5stage,0,CVRTDataModule,113,,,,,resnet50,64,0.01,0.05,"['first', 'stage_1', 'stage_2', 'stage_3', 'stage_4']",validate,1.3862936,0.358,923239.0,27911360.0,0.124,aeed1400-c524-4bde-8bf0-4857cb18214b
18,18,89dfc1cd-5cee-49e9-884b-8e07f18713a3,0,110,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/110/T110_0.05_5stage,0,CVRTDataModule,114,,,,,resnet50,64,0.01,0.05,"['first', 'stage_1', 'stage_2', 'stage_3', 'stage_4']",validate,1.3862323,0.998,923239.0,27911360.0,0.124,aeed1400-c524-4bde-8bf0-4857cb18214b
0,0,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,1,111,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,111,0.9879999756813048,1.076085090637207,42.0,True,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",,,,,,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
1,1,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,109,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.3176117,0.526,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
2,2,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,110,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.334542,0.47,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
3,3,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,111,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.4142394,0.204,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
4,4,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,112,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.3233095,0.54,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
5,5,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,113,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.361727,0.408,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
6,6,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,114,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.2541019,0.722,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
7,7,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,109,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.3163639,0.558,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
8,8,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,110,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.3322289,0.478,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
9,9,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,111,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.4147484,0.196,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
10,10,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,112,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.3205553,0.554,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
11,11,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,113,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.3615159,0.418,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
12,12,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,114,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.251,0.744,23158664.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
13,13,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,109,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.1381217,0.744,3317879.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
14,14,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,110,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.4416226,0.23,3317879.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
15,15,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,111,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.0429064,0.988,3317879.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
16,16,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,112,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.0838383,0.986,3317879.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
17,17,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,113,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,0.9581854,0.992,3317879.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
18,18,b2fa81b6-1062-4cfa-8ffe-80ac883897bb,0,111,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/aeed1400-c524-4bde-8bf0-4857cb18214b/111/T111_0.1_2stage,0,CVRTDataModule,114,,,,,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",validate,1.3876098,0.24,3317879.0,26476544.0,0.314,aeed1400-c524-4bde-8bf0-4857cb18214b
19,19,9ddcc2b9-11e5-4958-ae41-f63b485e3617,1,110,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,110,0.9959999918937684,1.199311375617981,85.0,True,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",,,,,,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
20,20,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,109,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3673562,0.586,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
21,21,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,110,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3981365,0.194,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
22,22,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,111,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3698735,0.544,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
23,23,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,112,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3756583,0.576,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
24,24,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,113,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3504333,0.792,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
25,25,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,114,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3790237,0.416,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
26,26,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,109,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.367427,0.588,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
27,27,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,110,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3980281,0.194,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
28,28,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,111,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3701166,0.546,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
29,29,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,112,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3757259,0.574,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
30,30,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,113,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3506756,0.796,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
31,31,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,114,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3789521,0.41,25621660.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
32,32,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,109,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.2506832,0.748,854887.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
33,33,9ddcc2b9-11e5-4958-ae41-f63b485e3617,0,110,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/Mask_Parameters/6fc9b793-9128-4cf7-a3c5-921d97c1be45/110/T110_-0.05_2stage,0,CVRTDataModule,110,,,,,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.1907624,0.996,854887.0,26476544.0,0.37600000000000006,6fc9b793-9128-4cf7-a3c5-921d97c1be45
