,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,b868a5a1-f493-4b89-ad32-e5f6e57f6531,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/L0_Reporting/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34_T2,BERT_small,0,SyntaxDataModule,test,1,BERT_small,64,0.0001,0.1,2,2.3438613,0.564,1794939.0,6553600.0
1,b868a5a1-f493-4b89-ad32-e5f6e57f6531,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/L0_Reporting/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34_T2,BERT_small,0,SyntaxDataModule,test,1,BERT_small,64,0.0001,0.1,2,1.3983132,0.243,4758661.0,6553600.0
