,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,a9c3cfff-533b-4814-96d4-5e43cecd88bd,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,1.0,0.13879241049289703,36.0,False,wideresnet50,32,0.01,-1,None,,,,,
1,a9c3cfff-533b-4814-96d4-5e43cecd88bd,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,wideresnet50,32,0.01,-1,None,validate,0.13798255,1.0,0.0,0.0
2,cf7992d2-4822-4d0c-a56a-427e80482238,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.9959999918937683,0.1437692940235138,30.0,False,wideresnet50,64,0.01,-1,None,,,,,
3,cf7992d2-4822-4d0c-a56a-427e80482238,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,wideresnet50,64,0.01,-1,None,validate,0.14369191,0.995643,0.0,0.0
4,f7026aff-faf4-4d02-9049-826bc1aecfc5,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.9959999918937683,0.14830340445041656,30.0,False,wideresnet50,32,0.001,-1,None,,,,,
5,f7026aff-faf4-4d02-9049-826bc1aecfc5,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,wideresnet50,32,0.001,-1,None,validate,0.1473771,0.99609375,0.0,0.0
6,f76f92d0-85a9-4003-b6ef-1a1ed2e183e2,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.9980000257492065,0.13324879109859467,24.0,False,wideresnet50,64,0.001,-1,None,,,,,
7,f76f92d0-85a9-4003-b6ef-1a1ed2e183e2,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,wideresnet50,64,0.001,-1,None,validate,0.13283283,0.9980469,0.0,0.0
8,a006f3b0-e7c4-4a77-a345-f07c04c2973c,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.9900000095367432,0.2039588838815689,30.0,False,wideresnet50,32,0.0001,-1,None,,,,,
9,a006f3b0-e7c4-4a77-a345-f07c04c2973c,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,wideresnet50,32,0.0001,-1,None,validate,0.202552,0.9902344,0.0,0.0
10,56b16eae-b5d8-4ae6-b7d5-03b2c602e733,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.9900000095367432,0.2068474292755127,45.0,False,wideresnet50,64,0.0001,-1,None,,,,,
11,56b16eae-b5d8-4ae6-b7d5-03b2c602e733,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,wideresnet50,64,0.0001,-1,None,validate,0.20617555,0.9902344,0.0,0.0
12,0dc7c36f-f858-4eea-b569-ef11bd1bc5a6,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.7820000052452087,0.616479754447937,96.0,False,wideresnet50,32,1e-05,-1,None,,,,,
13,0dc7c36f-f858-4eea-b569-ef11bd1bc5a6,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/WideResnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,wideresnet50,32,1e-05,-1,None,validate,0.61315167,0.7835938,0.0,0.0
