,Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max,Quality Score,Base Model
19,19,1f3d7686-43f4-4e59-a99d-312886f9ed21,1,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/Mask_Parameters/e378984c-db6a-423f-8b71-7a06bbd0cfc6/104/T104_0.0_1stage,0,CVRTDataModule,104,1.0,1.3852561712265017,90.0,True,resnet50,64,0.0001,0.0,['stage_4'],,,,,,0.018000000000000016,e378984c-db6a-423f-8b71-7a06bbd0cfc6
20,20,1f3d7686-43f4-4e59-a99d-312886f9ed21,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/Mask_Parameters/e378984c-db6a-423f-8b71-7a06bbd0cfc6/104/T104_0.0_1stage,0,CVRTDataModule,103,,,,,resnet50,64,0.0001,0.0,['stage_4'],validate,1.3860772,0.962,18945240.0,19398656.0,0.018000000000000016,e378984c-db6a-423f-8b71-7a06bbd0cfc6
21,21,1f3d7686-43f4-4e59-a99d-312886f9ed21,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/Mask_Parameters/e378984c-db6a-423f-8b71-7a06bbd0cfc6/104/T104_0.0_1stage,0,CVRTDataModule,104,,,,,resnet50,64,0.0001,0.0,['stage_4'],validate,1.3861176,0.592,18945240.0,19398656.0,0.018000000000000016,e378984c-db6a-423f-8b71-7a06bbd0cfc6
22,22,1f3d7686-43f4-4e59-a99d-312886f9ed21,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/Mask_Parameters/e378984c-db6a-423f-8b71-7a06bbd0cfc6/104/T104_0.0_1stage,0,CVRTDataModule,105,,,,,resnet50,64,0.0001,0.0,['stage_4'],validate,1.3861624,0.526,18945240.0,19398656.0,0.018000000000000016,e378984c-db6a-423f-8b71-7a06bbd0cfc6
23,23,1f3d7686-43f4-4e59-a99d-312886f9ed21,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/Mask_Parameters/e378984c-db6a-423f-8b71-7a06bbd0cfc6/104/T104_0.0_1stage,0,CVRTDataModule,106,,,,,resnet50,64,0.0001,0.0,['stage_4'],validate,1.3861203,0.956,18945240.0,19398656.0,0.018000000000000016,e378984c-db6a-423f-8b71-7a06bbd0cfc6
24,24,1f3d7686-43f4-4e59-a99d-312886f9ed21,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/Mask_Parameters/e378984c-db6a-423f-8b71-7a06bbd0cfc6/104/T104_0.0_1stage,0,CVRTDataModule,107,,,,,resnet50,64,0.0001,0.0,['stage_4'],validate,1.3861003,0.962,18945240.0,19398656.0,0.018000000000000016,e378984c-db6a-423f-8b71-7a06bbd0cfc6
25,25,1f3d7686-43f4-4e59-a99d-312886f9ed21,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/Mask_Parameters/e378984c-db6a-423f-8b71-7a06bbd0cfc6/104/T104_0.0_1stage,0,CVRTDataModule,108,,,,,resnet50,64,0.0001,0.0,['stage_4'],validate,1.3860093,0.98,18945240.0,19398656.0,0.018000000000000016,e378984c-db6a-423f-8b71-7a06bbd0cfc6
26,26,1f3d7686-43f4-4e59-a99d-312886f9ed21,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/Mask_Parameters/e378984c-db6a-423f-8b71-7a06bbd0cfc6/104/T104_0.0_1stage,0,CVRTDataModule,103,,,,,resnet50,64,0.0001,0.0,['stage_4'],validate,1.386029,0.966,18945240.0,19398656.0,0.018000000000000016,e378984c-db6a-423f-8b71-7a06bbd0cfc6
27,27,1f3d7686-43f4-4e59-a99d-312886f9ed21,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/Mask_Parameters/e378984c-db6a-423f-8b71-7a06bbd0cfc6/104/T104_0.0_1stage,0,CVRTDataModule,104,,,,,resnet50,64,0.0001,0.0,['stage_4'],validate,1.3861085,0.566,18945240.0,19398656.0,0.018000000000000016,e378984c-db6a-423f-8b71-7a06bbd0cfc6
28,28,1f3d7686-43f4-4e59-a99d-312886f9ed21,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/Mask_Parameters/e378984c-db6a-423f-8b71-7a06bbd0cfc6/104/T104_0.0_1stage,0,CVRTDataModule,105,,,,,resnet50,64,0.0001,0.0,['stage_4'],validate,1.3861521,0.52,18945240.0,19398656.0,0.018000000000000016,e378984c-db6a-423f-8b71-7a06bbd0cfc6
