,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,1d476216-d530-4dbf-b364-7b7ea00b8b5f,0,117,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/L0_Reporting/c837016c-fe1e-4306-8782-7b0ad0037564_T117,0,CVRTDataModule,test,115,resnet50,64,0.01,0.05,['stage_4'],1.3143381,0.828,660732.0,19398656.0
1,1d476216-d530-4dbf-b364-7b7ea00b8b5f,0,117,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/L0_Reporting/c837016c-fe1e-4306-8782-7b0ad0037564_T117,0,CVRTDataModule,test,115,resnet50,64,0.01,0.05,['stage_4'],0.65849996,0.843,18737924.0,19398656.0
