,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_LM_init,0_freeze_until,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0
0,30da544b-efd1-4fc6-b430-2da20eb3f6a1,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,15,0.20000000298023224,1.3862947225570679,1.0,False,BERT_small,32,0.01,-1,-1,,,,
1,30da544b-efd1-4fc6-b430-2da20eb3f6a1,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,32,0.01,-1,-1,validate,1.3862947,0.26785713,0.0
2,6ec00597-b5da-4d0a-ab10-3ec65fdae69c,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,15,0.2150000035762787,1.3862947225570679,1.0,False,BERT_small,64,0.01,-1,-1,,,,
3,6ec00597-b5da-4d0a-ab10-3ec65fdae69c,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,0.01,-1,-1,validate,1.3862946,0.2890625,0.0
4,eda661b5-fe4e-46e3-8d30-31f079271fed,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,15,0.25,1.3862946033477783,2.0,False,BERT_small,32,0.001,-1,-1,,,,
5,eda661b5-fe4e-46e3-8d30-31f079271fed,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,32,0.001,-1,-1,validate,1.3862945,0.21428572,0.0
6,22d10095-dc8a-4f77-896e-a184abb18678,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,15,0.6150000095367432,0.7532123327255249,6.0,False,BERT_small,64,0.001,-1,-1,,,,
7,22d10095-dc8a-4f77-896e-a184abb18678,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,0.001,-1,-1,validate,0.74592376,0.59765625,0.0
8,0b4ab786-3714-40d1-93ae-f37b1d2d2a86,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,15,1.0,0.053490959107875824,100.0,False,BERT_small,32,0.0001,-1,-1,,,,
9,0b4ab786-3714-40d1-93ae-f37b1d2d2a86,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,32,0.0001,-1,-1,validate,0.053490955,1.0,0.0
10,32f4a168-e5ab-471a-b47d-a0e4be620357,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,15,1.0,0.05349070951342583,84.0,False,BERT_small,64,0.0001,-1,-1,,,,
11,32f4a168-e5ab-471a-b47d-a0e4be620357,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,0.0001,-1,-1,validate,0.053490687,1.0,0.0
12,ffa87983-6c7f-4ad2-85a5-f5063cef5869,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,15,1.0,0.05349903926253319,100.0,False,BERT_small,32,1e-05,-1,-1,,,,
13,ffa87983-6c7f-4ad2-85a5-f5063cef5869,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,32,1e-05,-1,-1,validate,0.053498965,1.0,0.0
14,e6cb3074-6d46-4419-bc6c-0398bf580728,1,15,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,15,1.0,0.05352622643113136,100.0,False,BERT_small,64,1e-05,-1,-1,,,,
15,e6cb3074-6d46-4419-bc6c-0398bf580728,0,15,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,15,,,,,BERT_small,64,1e-05,-1,-1,validate,0.05352556,1.0,0.0
