,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_LM_init,0_freeze_until,1_task,2_val_acc,2_best_epoch,2_used_last_model,2_prune_iter,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0
0,1,1,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,False,-1.0,2,1.0,24.0,True,0,BERT_small,64,0.01,-0.05,3,,,,
1,1,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,0,,,,0,BERT_small,64,0.01,-0.05,3,validate,0.19167054,1.0,3046284.0
2,1,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,1,,,,0,BERT_small,64,0.01,-0.05,3,validate,1.8176389,0.48873198,3046284.0
3,1,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,2,,,,0,BERT_small,64,0.01,-0.05,3,validate,1.8642145,0.2908654,3046284.0
4,1,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,3,,,,0,BERT_small,64,0.01,-0.05,3,validate,0.23312588,1.0,3046284.0
5,1,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,4,,,,0,BERT_small,64,0.01,-0.05,3,validate,0.12974083,1.0,3046284.0
6,1,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,0,,,,0,BERT_small,64,0.01,-0.05,3,validate,0.19485632,1.0,3046284.0
7,1,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,1,,,,0,BERT_small,64,0.01,-0.05,3,validate,1.8071598,0.50871396,3046284.0
8,1,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,2,,,,0,BERT_small,64,0.01,-0.05,3,validate,1.8568919,0.28064904,3046284.0
9,1,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,3,,,,0,BERT_small,64,0.01,-0.05,3,validate,0.23644552,1.0,3046284.0
10,1,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,4,,,,0,BERT_small,64,0.01,-0.05,3,validate,0.13286616,1.0,3046284.0
11,1,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,0,,,,0,BERT_small,64,0.01,-0.05,3,validate,0.7214621,0.5051082,361588.0
12,1,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,1,,,,0,BERT_small,64,0.01,-0.05,3,validate,2.0562522,0.3571214,361588.0
13,1,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,2,,,,0,BERT_small,64,0.01,-0.05,3,validate,0.053730376,1.0,361588.0
14,1,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,3,,,,0,BERT_small,64,0.01,-0.05,3,validate,0.0538373,1.0,361588.0
15,1,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,4,,,,0,BERT_small,64,0.01,-0.05,3,validate,1.3870246,0.020170454,361588.0
16,2,1,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,False,-1.0,2,1.0,18.0,True,1,BERT_small,64,0.01,-0.05,3,,,,
17,2,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,0,,,,1,BERT_small,64,0.01,-0.05,3,validate,0.28529656,0.9980469,3267790.0
18,2,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,1,,,,1,BERT_small,64,0.01,-0.05,3,validate,1.8678343,0.2797476,3267790.0
19,2,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,2,,,,1,BERT_small,64,0.01,-0.05,3,validate,1.3927577,0.59119594,3267790.0
20,2,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,3,,,,1,BERT_small,64,0.01,-0.05,3,validate,0.24812284,0.996875,3267790.0
21,2,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,4,,,,1,BERT_small,64,0.01,-0.05,3,validate,0.2954014,1.0,3267790.0
22,2,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,0,,,,1,BERT_small,64,0.01,-0.05,3,validate,0.2855665,0.9980469,3267790.0
23,2,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,1,,,,1,BERT_small,64,0.01,-0.05,3,validate,1.8672047,0.2797476,3267790.0
24,2,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,2,,,,1,BERT_small,64,0.01,-0.05,3,validate,1.390613,0.59119594,3267790.0
25,2,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,3,,,,1,BERT_small,64,0.01,-0.05,3,validate,0.24824262,0.996875,3267790.0
26,2,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,4,,,,1,BERT_small,64,0.01,-0.05,3,validate,0.2961148,1.0,3267790.0
27,2,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,0,,,,1,BERT_small,64,0.01,-0.05,3,validate,0.72407186,0.57572114,140082.0
28,2,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,1,,,,1,BERT_small,64,0.01,-0.05,3,validate,2.046512,0.28019834,140082.0
29,2,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,2,,,,1,BERT_small,64,0.01,-0.05,3,validate,0.0553481,1.0,140082.0
30,2,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,3,,,,1,BERT_small,64,0.01,-0.05,3,validate,0.05611998,1.0,140082.0
31,2,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,,,4,,,,1,BERT_small,64,0.01,-0.05,3,validate,1.3888328,0.111647725,140082.0
32,3,1,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Iter_Experiments/BERT_Small_model2_T2_3startStage,BERT_small,1,SyntaxDataModule,False,-1.0,2,0.9480000138282776,12.0,True,2,BERT_small,64,0.01,-0.05,3,,,,
