,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,e4a424fe-cfec-4f90-9feb-225603339323,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small_LM/L0_Reporting/5bb85b5d-264b-4a80-b54f-d8c072480327_T2,BERT_small,0,SyntaxDataModule,test,1,BERT_small,64,0.0001,-0.05,0,2.2082193,0.216,16940.0,12845056.0
1,e4a424fe-cfec-4f90-9feb-225603339323,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small_LM/L0_Reporting/5bb85b5d-264b-4a80-b54f-d8c072480327_T2,BERT_small,0,SyntaxDataModule,test,1,BERT_small,64,0.0001,-0.05,0,0.7319167,0.786,12828116.0,12845056.0
