,Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max,Quality Score,Base Model
19,19,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,1,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,116,0.9900000095367432,1.4311445951461792,7.0,True,resnet50,64,0.0001,0.1,['stage_4'],,,,,,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
20,20,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,115,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3827031,0.806,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
21,21,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,116,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3864264,0.312,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
22,22,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,117,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3826928,0.828,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
23,23,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,118,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3811951,0.932,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
24,24,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,119,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3817605,0.918,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
25,25,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,120,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3857849,0.562,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
26,26,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,115,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3828001,0.798,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
27,27,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,116,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3864202,0.312,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
28,28,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,117,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3827791,0.828,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
29,29,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,118,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3813244,0.932,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
30,30,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,119,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3818787,0.92,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
31,31,1f0ef6d9-e9a8-41b6-b1fe-7659eea9d0a6,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Mask_Parameters/ae475d3e-3c13-40dd-8026-eec90d480feb/116/T116_0.1_1stage,0,CVRTDataModule,120,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3858047,0.552,13289485.0,19398656.0,0.356,ae475d3e-3c13-40dd-8026-eec90d480feb
