,Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max,Quality Score,Base Model
19,19,fcca82fd-e79d-4c7a-b991-af87b2e71369,1,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,104,0.9800000190734864,1.391798496246338,90.0,True,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",,,,,,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
20,20,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,103,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862473,0.32,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
21,21,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,104,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3863188,0.262,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
22,22,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,105,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862703,0.244,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
23,23,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,106,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3863416,0.214,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
24,24,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,107,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862989,0.256,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
25,25,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,108,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862095,0.354,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
26,26,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,103,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862474,0.312,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
27,27,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,104,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3863211,0.266,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
28,28,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,105,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862712,0.25,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
29,29,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,106,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3863411,0.22,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
30,30,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,107,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862969,0.254,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
31,31,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,108,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862123,0.346,66545376.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
32,32,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,103,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862014,0.734,563495.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
33,33,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,104,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3861636,0.98,563495.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
34,34,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,105,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862957,0.24,563495.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
35,35,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,106,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3861463,0.994,563495.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
36,36,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,107,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3861657,0.98,563495.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
37,37,fcca82fd-e79d-4c7a-b991-af87b2e71369,0,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/104/T104_0.0_2stage,0,CVRTDataModule,108,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3862936,0.264,563495.0,67108864.0,0.09799999999999998,417b063b-b655-4e44-9806-0834e94ab98a
19,19,715aa9c6-8241-4290-9820-44800411da40,1,105,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/105/T105_0.0_2stage,0,CVRTDataModule,105,0.9980000257492064,1.4103330373764038,90.0,True,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",,,,,,0.33799999999999997,417b063b-b655-4e44-9806-0834e94ab98a
20,20,715aa9c6-8241-4290-9820-44800411da40,0,105,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/105/T105_0.0_2stage,0,CVRTDataModule,103,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3504946,0.732,62310024.0,67108864.0,0.33799999999999997,417b063b-b655-4e44-9806-0834e94ab98a
21,21,715aa9c6-8241-4290-9820-44800411da40,0,105,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/105/T105_0.0_2stage,0,CVRTDataModule,104,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3568419,0.64,62310024.0,67108864.0,0.33799999999999997,417b063b-b655-4e44-9806-0834e94ab98a
22,22,715aa9c6-8241-4290-9820-44800411da40,0,105,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/105/T105_0.0_2stage,0,CVRTDataModule,105,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3880385,0.242,62310024.0,67108864.0,0.33799999999999997,417b063b-b655-4e44-9806-0834e94ab98a
23,23,715aa9c6-8241-4290-9820-44800411da40,0,105,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/105/T105_0.0_2stage,0,CVRTDataModule,106,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3351154,0.884,62310024.0,67108864.0,0.33799999999999997,417b063b-b655-4e44-9806-0834e94ab98a
24,24,715aa9c6-8241-4290-9820-44800411da40,0,105,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/105/T105_0.0_2stage,0,CVRTDataModule,107,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3412358,0.832,62310024.0,67108864.0,0.33799999999999997,417b063b-b655-4e44-9806-0834e94ab98a
25,25,715aa9c6-8241-4290-9820-44800411da40,0,105,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/105/T105_0.0_2stage,0,CVRTDataModule,108,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.374475,0.494,62310024.0,67108864.0,0.33799999999999997,417b063b-b655-4e44-9806-0834e94ab98a
26,26,715aa9c6-8241-4290-9820-44800411da40,0,105,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/105/T105_0.0_2stage,0,CVRTDataModule,103,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3512871,0.736,62310024.0,67108864.0,0.33799999999999997,417b063b-b655-4e44-9806-0834e94ab98a
27,27,715aa9c6-8241-4290-9820-44800411da40,0,105,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/105/T105_0.0_2stage,0,CVRTDataModule,104,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3569546,0.642,62310024.0,67108864.0,0.33799999999999997,417b063b-b655-4e44-9806-0834e94ab98a
28,28,715aa9c6-8241-4290-9820-44800411da40,0,105,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/Mask_Parameters/417b063b-b655-4e44-9806-0834e94ab98a/105/T105_0.0_2stage,0,CVRTDataModule,105,,,,,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",validate,1.3879445,0.24,62310024.0,67108864.0,0.33799999999999997,417b063b-b655-4e44-9806-0834e94ab98a
