Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_LM_init,0_freeze_until,1_task,2_val_acc,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,subnet_id
16,2,1,1,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T1_0.05_0startStage,BERT_small,1,SyntaxDataModule,False,-1.0,1,1.0,51.0,True,BERT_small,64,0.0001,0.05,0,,,,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T1_0.05_0startStage2
16,2,1,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_0.0_0startStage,BERT_small,1,SyntaxDataModule,False,-1.0,2,1.0,54.0,True,BERT_small,64,0.0001,0.0,0,,,,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_0.0_0startStage2
16,2,1,1,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model2_T1_0.05_0startStage,BERT_small,1,SyntaxDataModule,False,-1.0,1,1.0,9.0,True,BERT_small,64,0.0001,0.05,0,,,,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model2_T1_0.05_0startStage2
16,2,1,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model2_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,False,-1.0,2,1.0,54.0,True,BERT_small,64,0.0001,-0.05,0,,,,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model2_T2_-0.05_0startStage2
16,2,1,1,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model3_T1_0.0_0startStage,BERT_small,1,SyntaxDataModule,False,-1.0,1,1.0,49.0,True,BERT_small,64,0.0001,0.0,0,,,,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model3_T1_0.0_0startStage2
16,2,1,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model3_T2_0.1_2startStage,BERT_small,1,SyntaxDataModule,False,-1.0,2,0.9819999933242798,64.0,True,BERT_small,64,0.0001,0.1,2,,,,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model3_T2_0.1_2startStage2
