,Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max,Quality Score,Base Model
0,0,03d89943-b78f-4ade-8517-26d539c1db29,1,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/Mask_Parameters/c837016c-fe1e-4306-8782-7b0ad0037564/116/T116_0.05_2stage,0,CVRTDataModule,116,0.9959999918937684,1.3923434019088743,37.0,True,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",,,,,,0.15800000000000003,c837016c-fe1e-4306-8782-7b0ad0037564
1,1,03d89943-b78f-4ade-8517-26d539c1db29,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/Mask_Parameters/c837016c-fe1e-4306-8782-7b0ad0037564/116/T116_0.05_2stage,0,CVRTDataModule,115,,,,,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",validate,1.3649675,0.446,25678840.0,26476544.0,0.15800000000000003,c837016c-fe1e-4306-8782-7b0ad0037564
2,2,03d89943-b78f-4ade-8517-26d539c1db29,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/Mask_Parameters/c837016c-fe1e-4306-8782-7b0ad0037564/116/T116_0.05_2stage,0,CVRTDataModule,116,,,,,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",validate,1.389637,0.298,25678840.0,26476544.0,0.15800000000000003,c837016c-fe1e-4306-8782-7b0ad0037564
3,3,03d89943-b78f-4ade-8517-26d539c1db29,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/Mask_Parameters/c837016c-fe1e-4306-8782-7b0ad0037564/116/T116_0.05_2stage,0,CVRTDataModule,117,,,,,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",validate,1.3641407,0.424,25678840.0,26476544.0,0.15800000000000003,c837016c-fe1e-4306-8782-7b0ad0037564
4,4,03d89943-b78f-4ade-8517-26d539c1db29,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/Mask_Parameters/c837016c-fe1e-4306-8782-7b0ad0037564/116/T116_0.05_2stage,0,CVRTDataModule,118,,,,,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",validate,1.3647959,0.462,25678840.0,26476544.0,0.15800000000000003,c837016c-fe1e-4306-8782-7b0ad0037564
5,5,03d89943-b78f-4ade-8517-26d539c1db29,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/Mask_Parameters/c837016c-fe1e-4306-8782-7b0ad0037564/116/T116_0.05_2stage,0,CVRTDataModule,119,,,,,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",validate,1.352991,0.538,25678840.0,26476544.0,0.15800000000000003,c837016c-fe1e-4306-8782-7b0ad0037564
6,6,03d89943-b78f-4ade-8517-26d539c1db29,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/Mask_Parameters/c837016c-fe1e-4306-8782-7b0ad0037564/116/T116_0.05_2stage,0,CVRTDataModule,120,,,,,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",validate,1.3802966,0.38,25678840.0,26476544.0,0.15800000000000003,c837016c-fe1e-4306-8782-7b0ad0037564
7,7,03d89943-b78f-4ade-8517-26d539c1db29,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/Mask_Parameters/c837016c-fe1e-4306-8782-7b0ad0037564/116/T116_0.05_2stage,0,CVRTDataModule,115,,,,,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",validate,1.3668445,0.46,25678840.0,26476544.0,0.15800000000000003,c837016c-fe1e-4306-8782-7b0ad0037564
8,8,03d89943-b78f-4ade-8517-26d539c1db29,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/Mask_Parameters/c837016c-fe1e-4306-8782-7b0ad0037564/116/T116_0.05_2stage,0,CVRTDataModule,116,,,,,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",validate,1.3883623,0.304,25678840.0,26476544.0,0.15800000000000003,c837016c-fe1e-4306-8782-7b0ad0037564
9,9,03d89943-b78f-4ade-8517-26d539c1db29,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/Mask_Parameters/c837016c-fe1e-4306-8782-7b0ad0037564/116/T116_0.05_2stage,0,CVRTDataModule,117,,,,,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",validate,1.3670382,0.422,25678840.0,26476544.0,0.15800000000000003,c837016c-fe1e-4306-8782-7b0ad0037564
