,Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max,Quality Score,Base Model
19,19,b85ee9ca-086f-4f0f-bcaf-629ca1fcb0e9,1,110,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Mask_Parameters/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa/110/T110_-0.05_2stage,0,CVRTDataModule,110,0.9900000095367432,1.3711539506912231,89.0,True,wideresnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",,,,,,0.20800000000000007,a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa
20,20,b85ee9ca-086f-4f0f-bcaf-629ca1fcb0e9,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Mask_Parameters/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa/110/T110_-0.05_2stage,0,CVRTDataModule,109,,,,,wideresnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3795221,0.65,65068948.0,67108864.0,0.20800000000000007,a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa
21,21,b85ee9ca-086f-4f0f-bcaf-629ca1fcb0e9,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Mask_Parameters/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa/110/T110_-0.05_2stage,0,CVRTDataModule,110,,,,,wideresnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3930129,0.154,65068948.0,67108864.0,0.20800000000000007,a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa
22,22,b85ee9ca-086f-4f0f-bcaf-629ca1fcb0e9,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Mask_Parameters/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa/110/T110_-0.05_2stage,0,CVRTDataModule,111,,,,,wideresnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3763598,0.496,65068948.0,67108864.0,0.20800000000000007,a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa
23,23,b85ee9ca-086f-4f0f-bcaf-629ca1fcb0e9,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Mask_Parameters/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa/110/T110_-0.05_2stage,0,CVRTDataModule,112,,,,,wideresnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3845417,0.558,65068948.0,67108864.0,0.20800000000000007,a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa
24,24,b85ee9ca-086f-4f0f-bcaf-629ca1fcb0e9,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Mask_Parameters/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa/110/T110_-0.05_2stage,0,CVRTDataModule,113,,,,,wideresnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3638399,0.798,65068948.0,67108864.0,0.20800000000000007,a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa
25,25,b85ee9ca-086f-4f0f-bcaf-629ca1fcb0e9,0,110,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Mask_Parameters/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa/110/T110_-0.05_2stage,0,CVRTDataModule,114,,,,,wideresnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3848637,0.59,65068948.0,67108864.0,0.20800000000000007,a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa
26,26,b85ee9ca-086f-4f0f-bcaf-629ca1fcb0e9,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Mask_Parameters/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa/110/T110_-0.05_2stage,0,CVRTDataModule,109,,,,,wideresnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3795005,0.65,65068948.0,67108864.0,0.20800000000000007,a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa
27,27,b85ee9ca-086f-4f0f-bcaf-629ca1fcb0e9,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Mask_Parameters/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa/110/T110_-0.05_2stage,0,CVRTDataModule,110,,,,,wideresnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3930528,0.15,65068948.0,67108864.0,0.20800000000000007,a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa
28,28,b85ee9ca-086f-4f0f-bcaf-629ca1fcb0e9,0,110,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/WideResnet50/Mask_Parameters/a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa/110/T110_-0.05_2stage,0,CVRTDataModule,111,,,,,wideresnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",validate,1.3762847,0.498,65068948.0,67108864.0,0.20800000000000007,a6914c5a-fa03-47d5-b3be-a51ba1d2b6fa
