,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,509d08c2-b158-4f56-a6d1-a93d8af824a9,0,111,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/L0_Reporting/aeed1400-c524-4bde-8bf0-4857cb18214b_T111,0,CVRTDataModule,test,115,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",1.377192,0.566,3369673.0,26476544.0
1,509d08c2-b158-4f56-a6d1-a93d8af824a9,0,111,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Count/Resnet50_SimCLR/L0_Reporting/aeed1400-c524-4bde-8bf0-4857cb18214b_T111,0,CVRTDataModule,test,115,resnet50,64,0.01,0.1,"['stage_3', 'stage_4']",1.3806514,0.277,23106871.0,26476544.0
