,Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_LM_init,0_freeze_until,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max,Quality Score,Base Model
16,16,1e74ccba-079e-4e53-90a2-d3aa2ac81f37,1,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/Mask_Parameters/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34/2/T2_0.1_2stage,BERT_small,0,SyntaxDataModule,False,-1.0,2,0.9120000004768372,0.2104445844888687,90.0,True,BERT_small,64,0.0001,0.1,2,,,,,,0.04666669999999995,96ffd8bb-3d61-4ccc-8384-e523dfc5ee34
17,17,1e74ccba-079e-4e53-90a2-d3aa2ac81f37,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/Mask_Parameters/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34/2/T2_0.1_2stage,BERT_small,0,SyntaxDataModule,,,0,,,,,BERT_small,64,0.0001,0.1,2,validate,1.3533626,0.976,4986213.0,6553600.0,0.04666669999999995,96ffd8bb-3d61-4ccc-8384-e523dfc5ee34
18,18,1e74ccba-079e-4e53-90a2-d3aa2ac81f37,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/Mask_Parameters/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34/2/T2_0.1_2stage,BERT_small,0,SyntaxDataModule,,,1,,,,,BERT_small,64,0.0001,0.1,2,validate,1.3956077,0.264,4986213.0,6553600.0,0.04666669999999995,96ffd8bb-3d61-4ccc-8384-e523dfc5ee34
19,19,1e74ccba-079e-4e53-90a2-d3aa2ac81f37,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/Mask_Parameters/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34/2/T2_0.1_2stage,BERT_small,0,SyntaxDataModule,,,2,,,,,BERT_small,64,0.0001,0.1,2,validate,1.3722779,0.582,4986213.0,6553600.0,0.04666669999999995,96ffd8bb-3d61-4ccc-8384-e523dfc5ee34
20,20,1e74ccba-079e-4e53-90a2-d3aa2ac81f37,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/Mask_Parameters/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34/2/T2_0.1_2stage,BERT_small,0,SyntaxDataModule,,,3,,,,,BERT_small,64,0.0001,0.1,2,validate,1.3425295,0.9533333,4986213.0,6553600.0,0.04666669999999995,96ffd8bb-3d61-4ccc-8384-e523dfc5ee34
21,21,1e74ccba-079e-4e53-90a2-d3aa2ac81f37,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/Mask_Parameters/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34/2/T2_0.1_2stage,BERT_small,0,SyntaxDataModule,,,4,,,,,BERT_small,64,0.0001,0.1,2,validate,1.364452,1.0,4986213.0,6553600.0,0.04666669999999995,96ffd8bb-3d61-4ccc-8384-e523dfc5ee34
22,22,1e74ccba-079e-4e53-90a2-d3aa2ac81f37,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/Mask_Parameters/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34/2/T2_0.1_2stage,BERT_small,0,SyntaxDataModule,,,0,,,,,BERT_small,64,0.0001,0.1,2,validate,1.3524662,0.976,4986213.0,6553600.0,0.04666669999999995,96ffd8bb-3d61-4ccc-8384-e523dfc5ee34
23,23,1e74ccba-079e-4e53-90a2-d3aa2ac81f37,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/Mask_Parameters/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34/2/T2_0.1_2stage,BERT_small,0,SyntaxDataModule,,,1,,,,,BERT_small,64,0.0001,0.1,2,validate,1.3977093,0.268,4986213.0,6553600.0,0.04666669999999995,96ffd8bb-3d61-4ccc-8384-e523dfc5ee34
24,24,1e74ccba-079e-4e53-90a2-d3aa2ac81f37,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/Mask_Parameters/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34/2/T2_0.1_2stage,BERT_small,0,SyntaxDataModule,,,2,,,,,BERT_small,64,0.0001,0.1,2,validate,1.3674041,0.618,4986213.0,6553600.0,0.04666669999999995,96ffd8bb-3d61-4ccc-8384-e523dfc5ee34
25,25,1e74ccba-079e-4e53-90a2-d3aa2ac81f37,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small/Mask_Parameters/96ffd8bb-3d61-4ccc-8384-e523dfc5ee34/2/T2_0.1_2stage,BERT_small,0,SyntaxDataModule,,,3,,,,,BERT_small,64,0.0001,0.1,2,validate,1.3383478,0.9533333,4986213.0,6553600.0,0.04666669999999995,96ffd8bb-3d61-4ccc-8384-e523dfc5ee34
