,Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_LM_init,0_freeze_until,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max,Quality Score,Base Model
16,16,00780ede-2421-48bc-8941-a6b9815a5a4e,1,11,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/Mask_Parameters/2421bfca-5a1b-47b7-8520-6ba2e61c9452/11/T11_0.05_0stage,BERT_small,0,SyntaxDataModule,False,-1.0,11,1.0,0.120552197098732,90.0,True,BERT_small,64,0.0001,0.05,0,,,,,,0.03999999999999998,2421bfca-5a1b-47b7-8520-6ba2e61c9452
17,17,00780ede-2421-48bc-8941-a6b9815a5a4e,0,11,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/Mask_Parameters/2421bfca-5a1b-47b7-8520-6ba2e61c9452/11/T11_0.05_0stage,BERT_small,0,SyntaxDataModule,,,10,,,,,BERT_small,64,0.0001,0.05,0,validate,1.3845199,0.355,6142816.0,12845056.0,0.03999999999999998,2421bfca-5a1b-47b7-8520-6ba2e61c9452
18,18,00780ede-2421-48bc-8941-a6b9815a5a4e,0,11,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/Mask_Parameters/2421bfca-5a1b-47b7-8520-6ba2e61c9452/11/T11_0.05_0stage,BERT_small,0,SyntaxDataModule,,,11,,,,,BERT_small,64,0.0001,0.05,0,validate,1.3852181,0.345,6142816.0,12845056.0,0.03999999999999998,2421bfca-5a1b-47b7-8520-6ba2e61c9452
19,19,00780ede-2421-48bc-8941-a6b9815a5a4e,0,11,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/Mask_Parameters/2421bfca-5a1b-47b7-8520-6ba2e61c9452/11/T11_0.05_0stage,BERT_small,0,SyntaxDataModule,,,12,,,,,BERT_small,64,0.0001,0.05,0,validate,1.3845487,0.365,6142816.0,12845056.0,0.03999999999999998,2421bfca-5a1b-47b7-8520-6ba2e61c9452
20,20,00780ede-2421-48bc-8941-a6b9815a5a4e,0,11,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/Mask_Parameters/2421bfca-5a1b-47b7-8520-6ba2e61c9452/11/T11_0.05_0stage,BERT_small,0,SyntaxDataModule,,,13,,,,,BERT_small,64,0.0001,0.05,0,validate,1.3848217,0.38,6142816.0,12845056.0,0.03999999999999998,2421bfca-5a1b-47b7-8520-6ba2e61c9452
21,21,00780ede-2421-48bc-8941-a6b9815a5a4e,0,11,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/Mask_Parameters/2421bfca-5a1b-47b7-8520-6ba2e61c9452/11/T11_0.05_0stage,BERT_small,0,SyntaxDataModule,,,14,,,,,BERT_small,64,0.0001,0.05,0,validate,1.3853085,0.34,6142816.0,12845056.0,0.03999999999999998,2421bfca-5a1b-47b7-8520-6ba2e61c9452
22,22,00780ede-2421-48bc-8941-a6b9815a5a4e,0,11,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/Mask_Parameters/2421bfca-5a1b-47b7-8520-6ba2e61c9452/11/T11_0.05_0stage,BERT_small,0,SyntaxDataModule,,,10,,,,,BERT_small,64,0.0001,0.05,0,validate,1.3849156,0.405,6142816.0,12845056.0,0.03999999999999998,2421bfca-5a1b-47b7-8520-6ba2e61c9452
23,23,00780ede-2421-48bc-8941-a6b9815a5a4e,0,11,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/Mask_Parameters/2421bfca-5a1b-47b7-8520-6ba2e61c9452/11/T11_0.05_0stage,BERT_small,0,SyntaxDataModule,,,11,,,,,BERT_small,64,0.0001,0.05,0,validate,1.3859996,0.29,6142816.0,12845056.0,0.03999999999999998,2421bfca-5a1b-47b7-8520-6ba2e61c9452
24,24,00780ede-2421-48bc-8941-a6b9815a5a4e,0,11,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/Mask_Parameters/2421bfca-5a1b-47b7-8520-6ba2e61c9452/11/T11_0.05_0stage,BERT_small,0,SyntaxDataModule,,,12,,,,,BERT_small,64,0.0001,0.05,0,validate,1.3845749,0.485,6142816.0,12845056.0,0.03999999999999998,2421bfca-5a1b-47b7-8520-6ba2e61c9452
25,25,00780ede-2421-48bc-8941-a6b9815a5a4e,0,11,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/Mask_Parameters/2421bfca-5a1b-47b7-8520-6ba2e61c9452/11/T11_0.05_0stage,BERT_small,0,SyntaxDataModule,,,13,,,,,BERT_small,64,0.0001,0.05,0,validate,1.3843551,0.455,6142816.0,12845056.0,0.03999999999999998,2421bfca-5a1b-47b7-8520-6ba2e61c9452
