,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,211fdc5c-ecab-43fe-aeef-a60e1b9c5697,0,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/L0_Reporting/42ef1a92-988d-436b-a9cd-e4ff7bb9d7fe_T104,0,CVRTDataModule,test,115,resnet50,64,0.0001,-0.05,['stage_4'],1.3864276,0.235,119585.0,19398656.0
1,211fdc5c-ecab-43fe-aeef-a60e1b9c5697,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/L0_Reporting/42ef1a92-988d-436b-a9cd-e4ff7bb9d7fe_T104,0,CVRTDataModule,test,115,resnet50,64,0.0001,-0.05,['stage_4'],1.3884603,0.278,19279071.0,19398656.0
