,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_LM_init,0_freeze_until,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0
0,0c11e362-14a2-444a-8d8e-e69207240465,1,5,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,5,0.25600001215934753,1.3862946033477783,28.0,False,BERT_small,32,0.01,-1,-1,,,,
1,0c11e362-14a2-444a-8d8e-e69207240465,0,5,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,5,,,,,BERT_small,32,0.01,-1,-1,validate,1.3862946,0.24960938,0.0
2,619a9d2f-7db2-4056-8fbd-33e85952537b,1,5,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,5,0.2720000147819519,1.3862944841384888,3.0,False,BERT_small,64,0.01,-1,-1,,,,
3,619a9d2f-7db2-4056-8fbd-33e85952537b,0,5,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,5,,,,,BERT_small,64,0.01,-1,-1,validate,1.3862946,0.28801084,0.0
4,bd9e9a19-dbcc-401d-bbc0-44d701e2f9d0,1,5,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,5,0.25200000405311584,1.3862947225570679,2.0,False,BERT_small,32,0.001,-1,-1,,,,
5,bd9e9a19-dbcc-401d-bbc0-44d701e2f9d0,0,5,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,5,,,,,BERT_small,32,0.001,-1,-1,validate,1.3862946,0.23242188,0.0
6,e1fce298-a3e1-4455-9f8f-fb7cfd4a90d8,1,5,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,5,0.24199999868869781,1.3862944841384888,26.0,False,BERT_small,64,0.001,-1,-1,,,,
7,e1fce298-a3e1-4455-9f8f-fb7cfd4a90d8,0,5,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,5,,,,,BERT_small,64,0.001,-1,-1,validate,1.3862946,0.24804688,0.0
8,5b0ae53d-ee4c-4b29-bc46-d6dae31af9f3,1,5,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,False,-1.0,5,1.0,0.053490519523620605,90.0,False,BERT_small,32,0.0001,-1,-1,,,,
9,5b0ae53d-ee4c-4b29-bc46-d6dae31af9f3,0,5,None,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Plural/BERT_Small/Model_Hyperparameters,BERT_small,0,SyntaxDataModule,,,5,,,,,BERT_small,32,0.0001,-1,-1,validate,0.053490523,1.0,0.0
