,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,fc4fcb23-bb6b-44a7-a6e4-3826237d0c5b,0,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small_LM/L0_Reporting/da4466e3-3b9d-4932-af62-a8d548906254_T2,BERT_small,0,SyntaxDataModule,test,1,BERT_small,64,0.0001,0.05,2,2.2123091,0.239,64969.0,6553600.0
1,fc4fcb23-bb6b-44a7-a6e4-3826237d0c5b,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/SV_Agr_Singular/BERT_Small_LM/L0_Reporting/da4466e3-3b9d-4932-af62-a8d548906254_T2,BERT_small,0,SyntaxDataModule,test,1,BERT_small,64,0.0001,0.05,2,1.3854191,1.0,6488631.0,6553600.0
