,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,1_task,2_val_acc,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_L0,2_test_acc,2_test_loss
0,1.0,1.0,105,,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,105,0.9919999837875366,55.0,1.0,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",,,
1,1.0,0.0,105,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,103,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.9697265625,0.33741602301597595
2,1.0,0.0,105,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,104,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.669140636920929,1.0580716133117676
3,1.0,0.0,105,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,105,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.31914061307907104,1.953324317932129
4,1.0,0.0,105,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,106,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.979687511920929,0.18915128707885742
5,1.0,0.0,105,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,107,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.985156238079071,0.18289056420326233
6,1.0,0.0,105,zero,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,108,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.9134765863418579,0.6919010877609253
7,1.0,0.0,105,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,103,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.966796875,0.35419508814811707
8,1.0,0.0,105,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,104,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.6927734613418579,1.0045430660247803
9,1.0,0.0,105,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,105,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.31621092557907104,1.9552819728851318
10,1.0,0.0,105,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,106,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.979687511920929,0.19400623440742493
11,1.0,0.0,105,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,107,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.985156238079071,0.18484202027320862
12,1.0,0.0,105,random,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,108,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",25184996.0,0.899218738079071,0.7311937212944031
13,1.0,0.0,105,,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,103,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",1291549.0,0.713671863079071,0.609330952167511
14,1.0,0.0,105,,/users/mlepori/scratch/Compositional_Subnetworks/Models/resnet50/Contact_Inside_Experiments/RN50_model3_T105_0.1_2stage,CNN,1.0,CVRTDataModule,104,,,,L0resnet50,64.0,0.01,0.1,"['stage_3', 'stage_4']",1291549.0,0.45976561307907104,1.9248521327972412
