,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,d0b85e10-5741-4b34-bb53-3bf2b7f1c439,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/L0_Reporting/de15674e-76d0-47ed-9b83-41e5ad403752_T116,0,CVRTDataModule,test,115,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",1.3862947,0.267,898919.0,26476544.0
1,d0b85e10-5741-4b34-bb53-3bf2b7f1c439,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/L0_Reporting/de15674e-76d0-47ed-9b83-41e5ad403752_T116,0,CVRTDataModule,test,115,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",1.3831633,0.386,25577625.0,26476544.0
