,Unnamed: 0,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max,Quality Score,Base Model
19,19,5e6fd337-97bd-4216-ba5d-4abd056d3d1e,1,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/Mask_Parameters/1d366e8a-e3b4-4453-80ed-640f69fdb3af/104/T104_0.1_1stage,0,CVRTDataModule,104,1.0,0.191220536828041,73.0,True,resnet50,64,0.0001,0.1,['stage_4'],,,,,,0.19999999999999996,1d366e8a-e3b4-4453-80ed-640f69fdb3af
20,20,5e6fd337-97bd-4216-ba5d-4abd056d3d1e,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/Mask_Parameters/1d366e8a-e3b4-4453-80ed-640f69fdb3af/104/T104_0.1_1stage,0,CVRTDataModule,103,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3847392,0.826,17011256.0,19398656.0,0.19999999999999996,1d366e8a-e3b4-4453-80ed-640f69fdb3af
21,21,5e6fd337-97bd-4216-ba5d-4abd056d3d1e,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/Mask_Parameters/1d366e8a-e3b4-4453-80ed-640f69fdb3af/104/T104_0.1_1stage,0,CVRTDataModule,104,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3854617,0.434,17011256.0,19398656.0,0.19999999999999996,1d366e8a-e3b4-4453-80ed-640f69fdb3af
22,22,5e6fd337-97bd-4216-ba5d-4abd056d3d1e,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/Mask_Parameters/1d366e8a-e3b4-4453-80ed-640f69fdb3af/104/T104_0.1_1stage,0,CVRTDataModule,105,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.384019,0.62,17011256.0,19398656.0,0.19999999999999996,1d366e8a-e3b4-4453-80ed-640f69fdb3af
23,23,5e6fd337-97bd-4216-ba5d-4abd056d3d1e,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/Mask_Parameters/1d366e8a-e3b4-4453-80ed-640f69fdb3af/104/T104_0.1_1stage,0,CVRTDataModule,106,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.386043,0.722,17011256.0,19398656.0,0.19999999999999996,1d366e8a-e3b4-4453-80ed-640f69fdb3af
24,24,5e6fd337-97bd-4216-ba5d-4abd056d3d1e,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/Mask_Parameters/1d366e8a-e3b4-4453-80ed-640f69fdb3af/104/T104_0.1_1stage,0,CVRTDataModule,107,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.385927,0.792,17011256.0,19398656.0,0.19999999999999996,1d366e8a-e3b4-4453-80ed-640f69fdb3af
25,25,5e6fd337-97bd-4216-ba5d-4abd056d3d1e,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/Mask_Parameters/1d366e8a-e3b4-4453-80ed-640f69fdb3af/104/T104_0.1_1stage,0,CVRTDataModule,108,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3822497,0.992,17011256.0,19398656.0,0.19999999999999996,1d366e8a-e3b4-4453-80ed-640f69fdb3af
26,26,5e6fd337-97bd-4216-ba5d-4abd056d3d1e,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/Mask_Parameters/1d366e8a-e3b4-4453-80ed-640f69fdb3af/104/T104_0.1_1stage,0,CVRTDataModule,103,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.384415,0.882,17011256.0,19398656.0,0.19999999999999996,1d366e8a-e3b4-4453-80ed-640f69fdb3af
27,27,5e6fd337-97bd-4216-ba5d-4abd056d3d1e,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/Mask_Parameters/1d366e8a-e3b4-4453-80ed-640f69fdb3af/104/T104_0.1_1stage,0,CVRTDataModule,104,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3854754,0.438,17011256.0,19398656.0,0.19999999999999996,1d366e8a-e3b4-4453-80ed-640f69fdb3af
28,28,5e6fd337-97bd-4216-ba5d-4abd056d3d1e,0,104,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/Mask_Parameters/1d366e8a-e3b4-4453-80ed-640f69fdb3af/104/T104_0.1_1stage,0,CVRTDataModule,105,,,,,resnet50,64,0.0001,0.1,['stage_4'],validate,1.3836584,0.632,17011256.0,19398656.0,0.19999999999999996,1d366e8a-e3b4-4453-80ed-640f69fdb3af
