,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,c625e7ae-8e11-442c-bb44-155558b6e4d3,0,104,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/L0_Reporting/1d366e8a-e3b4-4453-80ed-640f69fdb3af_T104,0,CVRTDataModule,test,115,resnet50,64,0.0001,0.1,['stage_4'],1.4793403,0.273,2384556.0,19398656.0
1,c625e7ae-8e11-442c-bb44-155558b6e4d3,0,104,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/L0_Reporting/1d366e8a-e3b4-4453-80ed-640f69fdb3af_T104,0,CVRTDataModule,test,115,resnet50,64,0.0001,0.1,['stage_4'],1.3862176,0.329,17014100.0,19398656.0
