,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,0e8c7f7e-95b2-49f9-bdfd-709274bfa26c,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/L0_Reporting/c837016c-fe1e-4306-8782-7b0ad0037564_T116,0,CVRTDataModule,test,115,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",1.3862792,0.759,833083.0,26476544.0
1,0e8c7f7e-95b2-49f9-bdfd-709274bfa26c,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/L0_Reporting/c837016c-fe1e-4306-8782-7b0ad0037564_T116,0,CVRTDataModule,test,115,resnet50,64,0.01,0.05,"['stage_3', 'stage_4']",1.376951,0.42,25643461.0,26476544.0
