,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,4bb8430a-b44f-41d3-bc23-788858f3ebd0,0,105,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/L0_Reporting/b80c24dc-266d-4c4d-9967-ee59215ca185_T105,0,CVRTDataModule,test,115,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",1.3843772,0.491,1684466.0,26476544.0
1,4bb8430a-b44f-41d3-bc23-788858f3ebd0,0,105,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50/L0_Reporting/b80c24dc-266d-4c4d-9967-ee59215ca185_T105,0,CVRTDataModule,test,115,resnet50,64,0.0001,-0.05,"['stage_3', 'stage_4']",1.3725572,0.373,24792078.0,26476544.0
