,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,d4de932f-2211-4d0e-8a18-97bb6c91a0f0,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,1.0,0.1427389532327652,22.0,False,resnet50,32,0.01,-1,None,,,,,
1,d4de932f-2211-4d0e-8a18-97bb6c91a0f0,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,resnet50,32,0.01,-1,None,validate,0.14163892,1.0,0.0,0.0
2,bfc0af0a-94ee-453f-aac1-a9576a026205,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.9980000257492065,0.13923761248588562,36.0,False,resnet50,64,0.01,-1,None,,,,,
3,bfc0af0a-94ee-453f-aac1-a9576a026205,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,resnet50,64,0.01,-1,None,validate,0.13854463,0.9980469,0.0,0.0
4,57eb2ef0-36d6-4dd7-ba4d-dd083209073f,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,1.0,0.13161469995975494,29.0,False,resnet50,32,0.001,-1,None,,,,,
5,57eb2ef0-36d6-4dd7-ba4d-dd083209073f,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,resnet50,32,0.001,-1,None,validate,0.13087757,1.0,0.0,0.0
6,f97c2dbb-d8cb-4218-83c6-0de564344131,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,1.0,0.13183386623859406,20.0,False,resnet50,64,0.001,-1,None,,,,,
7,f97c2dbb-d8cb-4218-83c6-0de564344131,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,resnet50,64,0.001,-1,None,validate,0.13103715,1.0,0.0,0.0
8,b4cf6b06-4979-4098-83ce-0780bfe520d3,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.9919999837875366,0.21474900841712952,20.0,False,resnet50,32,0.0001,-1,None,,,,,
9,b4cf6b06-4979-4098-83ce-0780bfe520d3,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,resnet50,32,0.0001,-1,None,validate,0.21190722,0.9921875,0.0,0.0
10,f6750594-67df-46fb-8773-a2c74079bdcc,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.9900000095367432,0.23198269307613373,83.0,False,resnet50,64,0.0001,-1,None,,,,,
11,f6750594-67df-46fb-8773-a2c74079bdcc,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,resnet50,64,0.0001,-1,None,validate,0.23196955,0.98978364,0.0,0.0
12,1ce8804f-e8a3-4706-a5f6-65a9b690e57a,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.7360000014305115,0.6622043251991272,53.0,False,resnet50,32,1e-05,-1,None,,,,,
13,1ce8804f-e8a3-4706-a5f6-65a9b690e57a,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,resnet50,32,1e-05,-1,None,validate,0.66466105,0.7363281,0.0,0.0
14,dddc1468-9ae0-440d-a23e-a6d89f73f9df,1,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,0.7739999890327454,0.7160264253616333,19.0,False,resnet50,64,1e-05,-1,None,,,,,
15,dddc1468-9ae0-440d-a23e-a6d89f73f9df,0,115,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Model_Hyperparameters,CNN,0,CVRTDataModule,115,,,,,resnet50,64,1e-05,-1,None,validate,0.7171281,0.77298677,0.0,0.0
