,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,ca495783-dd46-4ad3-9f61-8162be136793,0,12,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small/L0_Reporting/065cac34-4260-463d-8f88-b492b12c0ce3_T12,BERT_small,0,SyntaxDataModule,test,1,BERT_small,64,0.01,0.05,0,0.9020749,0.724,169120.0,12845056.0
1,ca495783-dd46-4ad3-9f61-8162be136793,0,12,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small/L0_Reporting/065cac34-4260-463d-8f88-b492b12c0ce3_T12,BERT_small,0,SyntaxDataModule,test,1,BERT_small,64,0.01,0.05,0,2.146145,0.223,12675936.0,12845056.0
