,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,718143da-834d-44f6-9be4-d8161e81f7ff,0,11,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/L0_Reporting/8c91f5e2-c184-4480-be1a-c2f06fe0aa4b_T11,BERT_small,0,SyntaxDataModule,test,1,BERT_small,64,0.0001,-0.05,2,1.4262956,0.376,198956.0,6553600.0
1,718143da-834d-44f6-9be4-d8161e81f7ff,0,11,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/Anaphora_Singular/BERT_Small_LM/L0_Reporting/8c91f5e2-c184-4480-be1a-c2f06fe0aa4b_T11,BERT_small,0,SyntaxDataModule,test,1,BERT_small,64,0.0001,-0.05,2,1.3862945,0.269,6354644.0,6553600.0
