,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,087c1607-7c0b-42c2-9c05-400ff0c8e725,0,105,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/L0_Reporting/e378984c-db6a-423f-8b71-7a06bbd0cfc6_T105,0,CVRTDataModule,test,115,resnet50,64,0.0001,-0.05,['stage_4'],1.3853612,0.556,2726236.0,19398656.0
1,087c1607-7c0b-42c2-9c05-400ff0c8e725,0,105,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/Resnet50_SimCLR/L0_Reporting/e378984c-db6a-423f-8b71-7a06bbd0cfc6_T105,0,CVRTDataModule,test,115,resnet50,64,0.0001,-0.05,['stage_4'],1.3862973,0.282,16672420.0,19398656.0
