,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,75b18245-afc5-4107-ab72-ff9dea6db86d,0,105,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/L0_Reporting/2a63c4d0-5008-45dc-a87c-4409561b6420_T105,0,CVRTDataModule,test,115,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",1.3759631,0.468,5898635.0,67108864.0
1,75b18245-afc5-4107-ab72-ff9dea6db86d,0,105,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Inside_Contact/WideResnet50/L0_Reporting/2a63c4d0-5008-45dc-a87c-4409561b6420_T105,0,CVRTDataModule,test,115,wideresnet50,64,0.0001,0.0,"['stage_3', 'stage_4']",1.3858149,0.462,61210229.0,67108864.0
