,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,0_eval_type,1_task,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,4e53cdad-3d73-434c-9944-b09d3b2cfe9c,0,117,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/L0_Reporting/a90bb369-3a92-4e72-a463-2d65dddd122a_T117,0,CVRTDataModule,test,115,resnet50,64,0.01,0.05,['stage_4'],1.2213281,0.855,682724.0,19398656.0
1,4e53cdad-3d73-434c-9944-b09d3b2cfe9c,0,117,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50_SimCLR/L0_Reporting/a90bb369-3a92-4e72-a463-2d65dddd122a_T117,0,CVRTDataModule,test,115,resnet50,64,0.01,0.05,['stage_4'],0.6988234,0.823,18715932.0,19398656.0
